1.020128686950062757e+00,-1.908262743776818482e-01,3.417347221931547274e+00,2.759540852060250460e-01,-5.280609421873549980e-02,-4.577594740149087293e+00,-1.372006194369752574e+00,4.196218740893649102e-01,2.924561526737465833e+00,1.869955917209044305e+00,-1.201103255724089269e+00,-1.420814082805064160e+00,-3.371496399726954252e+00,2.604727367981147346e+00,3.988304199510607218e-01
-1.390303304266771844e+00,-1.694238778236267340e+00,-3.086888132543628149e-01,2.788625251674276662e+00,-3.305513497633063569e-01,2.675141935646991875e+00,-4.264315435863086368e-03,2.830382449179176696e+00,-1.295402721549301361e+00,-9.052193033994371252e-01,8.379747102756587296e-01,-1.120212110180932141e+00,5.442595929130657595e+00,-7.322680872935976026e-01,-1.772357815584111873e-01
7.408159978107413668e-01,-3.666220328507108217e-02,-1.757701807881775435e+00,-3.457810806387222047e-01,1.421170813063872274e+00,3.358387106589254323e+00,7.421815885850888694e-01,3.453721024746070900e-01,-3.424716816279654630e+00,1.767677776457217798e+00,-2.458938662569543965e+00,-8.189372842824518273e-01,1.524731036815331342e-01,-1.354298414891134561e+00,-3.848673266903073653e+00
-3.133232095634499004e+00,1.020521111052765661e-01,-4.875679250900024186e+00,-5.710230732141781118e-01,1.686168508783258524e+00,2.146997779292222130e+00,-2.881203692588636400e-01,1.821815447426278212e-02,-1.945711854730284962e+00,-1.509885419370396997e-01,-2.276949789115183087e+00,-1.032760965546806187e+00,2.533092570253860476e+00,8.217514210247436335e-01,-8.144041551192365835e-01
5.940618207373228321e-01,7.173560468191024775e-01,-1.662049350536185299e+00,1.368111526123458432e+00,-3.260575349471340756e-01,2.718831185300696340e+00,-9.509106695233833229e-01,5.104562103642114046e-01,2.002531721546284338e+00,-8.339387254247023762e-01,-1.986414238629792051e+00,1.734826415902697594e+00,-4.960397081297437616e+00,2.529561723365243875e+00,-1.303194144680016597e+00
-4.486607980943813079e-01,-2.758593658410485538e+00,-1.557729502387056097e+00,-9.762068473631173582e-01,5.434635825697868849e-01,2.761552360582822385e-01,-2.605119804321462951e+00,-2.792870242470663067e-01,2.386395628171031014e+00,6.186507811203165730e-01,-3.198903653676134162e+00,-2.907704398966898474e+00,-1.546384102073372846e+00,1.568454612097470280e+00,3.740055415980378939e+00
9.943858005245824749e-01,-2.047433974669003121e+00,-4.429983243243046154e+00,-1.286564332306138203e+00,2.831199376456998706e+00,2.976744993336616130e+00,-1.047853988589668051e+00,1.348433168387794145e+00,2.718518590419838787e+00,1.218151117772958703e+00,4.576010304336997070e-01,-1.215742904211360997e+00,-9.681936448882521029e-01,1.863239483128664942e+00,4.223118467334961323e+00
-2.022527984062205242e+00,2.194103140623080428e+00,-2.033769000946803018e+00,-2.146388718680247720e+00,-1.009223751862140972e+00,-1.346822899165803500e-01,-4.476008574505733861e+00,-1.333812537338803894e+00,4.394365580556976347e+00,-2.709720966713879520e+00,-6.842130264090606762e-02,1.657764707494692846e+00,-3.224858376111536362e+00,-2.753460192656741690e+00,4.551605375113924268e+00
-1.649720819790200022e+00,-4.046008140752071824e+00,-2.336171823440078121e+00,-8.413672651007003012e+00,6.515527369199722862e+00,-3.939922792356078673e+00,3.590694122859110493e+00,-1.940806930125418939e+00,2.102575658239326906e+00,4.941610555898775514e-01,1.906934246743117845e+00,5.544708514971425917e-01,3.265419389468112055e+00,3.595893378735970813e+00,1.082009300465922230e+01
-3.773933734487756375e+00,6.705856684610371765e-01,1.292588269122734612e+00,2.037011616190634644e+00,-2.732243037423005561e+00,-4.536659310364108855e+00,-3.236016658942340030e+00,-1.595729915425913026e-01,-1.564275871027178910e+00,2.226827149863007449e+00,-7.547596421784031895e-01,-9.328957430498641124e-02,2.162217518258898075e+00,7.084667910963136084e-01,-5.107638791056885452e+00
