-1.013109307391849123e+00,-2.330219787906054218e+00,7.098314543835686219e-02
-6.066339377623937157e-01,-1.842635882706856520e+00,-5.855791195860374221e-02
-1.977246081110291653e+00,-2.392645013732234816e+00,-8.719999829537536384e-02
-2.030520271007492994e+00,-2.437415441509790170e+00,4.271505135503726736e-02
-7.451446131292961406e-01,-8.495664398086698599e-01,2.031932863200334310e-02
-2.514582716711902588e+00,-1.182415175278387576e+00,-4.358904073507371274e-02
-1.381308344681662970e+00,-5.456023746330542767e-01,-7.579854520391274275e-02
-8.605624198780960077e-01,-6.151626498868649762e-01,4.006820584796169302e-03
-1.071109082328579598e+00,-6.624706214597210208e-01,1.914839736061385925e-02
-6.823469148212454316e-01,-1.033533632891733500e+00,-7.729042274933561885e-02
-2.211330970155146236e+00,-2.227716450922563318e+00,-7.842688073772975665e-02
-2.416223728729147258e+00,-1.175040260305765472e+00,8.866158779751574792e-02
-1.697118978734400097e+00,-4.413120287688570009e-01,2.672232801380144268e-02
-2.354482242632375932e+00,-1.004895017316020489e+00,-2.265981685244309110e-02
-1.918344522011928399e+00,-2.365609831693283205e+00,6.391783409987053521e-02
-2.033461845734983786e+00,-2.407377396460274710e+00,8.445478383604335115e-02
-1.989632103440595046e+00,-5.277753241727648481e-01,-2.708505648787180604e-03
-1.804346338506355396e+00,-2.478239495468856024e+00,-6.836762054556320967e-02
-1.994530357899592765e+00,-5.771369703478244073e-01,-8.973263472462484486e-03
-1.164931409283618047e+00,-2.521522740450317990e+00,-3.118015994031304514e-02
-2.428864334768419120e+00,-1.302332137682018054e+00,-1.942404855588837284e-02
-1.407782707527791333e+00,-5.073149117181227075e-01,-4.870626835113914255e-02
-2.331280758373043938e+00,-1.018471811143067729e+00,-5.821829259938091083e-02
-6.351816200777181676e-01,-1.153755245163690546e+00,-5.910957262469667545e-02
-2.184274742510643907e+00,-2.306542011110753521e+00,-1.525981118082198919e-02
-2.112120863588289765e+00,-7.704233547652055147e-01,-3.176213643401209347e-02
-1.383608879798165159e+00,-4.382795976878919308e-01,-4.202880777113968125e-02
-2.363320608181027183e+00,-1.890609816298745027e+00,-4.646147186410432700e-02
-5.353686369266147382e-01,-1.349259980106192414e+00,-4.052680765593572043e-02
-1.080404124031587809e+00,-6.328101166832335034e-01,8.152724613605447090e-02
-9.713621747140144258e-01,-7.370543934041333678e-01,-1.374013911988323025e-02
-2.325224546960383165e+00,-1.890608043065680866e+00,4.858959935530225011e-02
-2.519669677866967383e+00,-1.760681810766881794e+00,4.030681237962806251e-02
-5.580201539079336914e-01,-1.736868575089539846e+00,-7.786084809897075854e-02
-6.073807184303147144e-01,-2.087032600305440688e+00,3.408313280144750768e-02
-5.563108114502285373e-01,-1.445613616899031895e+00,-7.007726595462379637e-02
-2.392672870518259387e+00,-1.666078834677765297e+00,-2.899226719686583825e-02
-1.413765875638230529e+00,-5.091070825343844142e-01,-6.531391119915809507e-02
-1.866903875400721891e+00,-6.330106582257087888e-01,-9.513150018293344001e-03
-1.848859791935012709e+00,-2.414489781926880685e+00,6.227175440521796196e-02
-7.048372802903405399e-01,-9.062694279768240824e-01,6.324344406368054283e-02
-7.017241033892669400e-01,-8.077383825194851541e-01,-4.766687400945990305e-02
-2.357573924071934446e+00,-2.104565893983553870e+00,4.987937863353263113e-02
-2.060271129658472589e+00,-7.418988814342263316e-01,5.675160888999658537e-02
-9.173861407885043340e-01,-6.732192123125002592e-01,-8.502742326292432595e-02
-1.884636398927714618e+00,-2.507399248158719729e+00,3.257375922805881563e-02
-1.788592905332236471e+00,-5.510934812631625990e-01,8.239618378816397637e-02
-1.413579340912127336e+00,-5.426229688745244362e-01,-3.594220151138537850e-02
-5.446645415568082127e-01,-1.307722339605901229e+00,-8.178334688918825757e-02
-2.347481129073615058e+00,-1.062486179017948285e+00,-5.726680520881807790e-02
-1.574457487343872142e+00,-2.486928135271536000e+00,3.437615818257920564e-02
-5.101754132223569327e-01,-1.549005964990391115e+00,8.661315863272030235e-02
-2.523105567958909834e+00,-1.552748574513407531e+00,-3.935933874024632149e-03
-6.303657666471034204e-01,-1.754148825783165222e+00,3.138393533278901332e-02
-2.223441552776571406e+00,-9.143782785570443439e-01,-9.024404001466642539e-03
-9.568938769931264465e-01,-2.236573260012079345e+00,5.116514908438760112e-02
-2.144593264809865119e+00,-8.446011949421324827e-01,-4.805603534279651728e-02
-1.553665185975527274e+00,-2.465884411587585756e+00,9.408557077216520015e-02
-1.509048161486815642e+00,-2.430154552419903968e+00,1.729154166472347473e-02
-2.497846588250231203e+00,-1.531872556251697937e+00,6.876363728341547410e-02
-1.322130881963324400e+00,-2.406620203491022902e+00,2.086386438323072773e-02
-7.201258398135623739e-01,-2.087338948188017795e+00,8.542103480850851693e-02
-1.029831777978243768e+00,-5.330792931302306137e-01,1.677373252199578987e-02
-2.352083366305588008e+00,-1.118398732569972465e+00,-5.364689981947648456e-02
-1.806792624934472125e+00,-6.049350368035797398e-01,3.840933164065037791e-02
-2.464938598567896655e+00,-1.381661953579270019e+00,-7.346156567170609997e-02
-8.718094651959040764e-01,-2.208550714725158848e+00,1.260511965878403397e-02
-7.336419858718291609e-01,-2.202997153324692370e+00,2.453004756614026241e-02
-1.639257071299853319e+00,-5.417595842445306342e-01,-3.510327288792949169e-02
-4.889869679858667162e-01,-1.843552206735608268e+00,1.692597094939518598e-02
-1.041901692715033967e+00,-2.472215924218220895e+00,3.729544026101026116e-02
-2.495499720541561661e+00,-1.615328628253119403e+00,-8.903766708624007153e-02
-1.567729482441700295e+00,-4.298915048521150251e-01,-2.156586217814775858e-02
-1.518989823567209019e+00,-2.567916356948889867e+00,2.802786145507597110e-02
-1.390372797336655086e+00,-5.218548809329528471e-01,-6.400357994182136190e-02
-2.175456174963097400e+00,-6.433329497189804735e-01,2.848429545860399481e-02
-1.896997573916822999e+00,-2.461182142908543646e+00,2.309170128809808625e-02
-5.848537324972952200e-01,-1.880768587581365114e+00,1.504179141165905807e-03
-1.946059022935942018e+00,-2.352633663328821179e+00,-2.577885273254956408e-02
-6.792649856704275901e-01,-2.168493204481285019e+00,3.854454817416855250e-02
-1.066567495299170831e+00,-2.335143777702567203e+00,7.582024206036751257e-02
-5.523040839081930775e-01,-1.063936578167302915e+00,3.418639326398897199e-02
-2.151095105761669402e+00,-7.873996189914145294e-01,-1.516560539590960238e-02
-5.427214725074487323e-01,-1.115047476786241498e+00,3.150126505416152994e-02
-1.722923732578929723e+00,-5.906649011606260880e-01,3.698830848367248153e-02
-5.516888428879276329e-01,-1.362239201853936876e+00,-2.429808559628247530e-02
-8.977304891253284902e-01,-2.316793234588242711e+00,-9.802513709739796299e-02
-7.645004124266986389e-01,-2.161171864771620932e+00,-4.016635466954796702e-02
-9.667548867829857118e-01,-2.445103904792729654e+00,-2.394801398734024145e-02
-2.221016763150499340e+00,-8.553953948573527200e-01,-5.039819709613289900e-02
-2.409219045576947771e+00,-1.864538486860436217e+00,3.486012930976738894e-02
